term,sentiment
KenSoujiMM06,0
HELP,0
httptcowU4t8YH2h2,0
Naaaa,-1
seas,-2.0
menag,0
httptcobMgQIwLoK5,0
httptcoLFKIs411cC,0
seat,2.0
diyosabelle,0
GUILLYS,0
sean,0
Grand,-1.0
HELL,0
KonpotaSchwarz,0
wonder,0
achan,0
HairDo,0
simpleng,0
Ranaalya,0
bigimo,0
mipaltan,0
HarithRuzali,1
oo0w,0
enough,1.0
wangyi09liwangyang,0
Kepada,0
suzukixoxo,0
danielsahyouine,0
ngobrol,0
achar,-1
across,0
httptcobfQlp51ro9,0
PlPlg,0
Lmao,1.0
FOR,0
COmateLIA,-1
ioc7,0
Nelpon,0
ampotek,0
timmy,-1
httptcorrMjEJ20q0,0
trjki,0
pertimbangan,0
Alessander10,0
PieroNegron,1
AlliAce,0
MEGLBRAUN,1
Havent,1
punto,-1.0
FOI,0
coupons,0
versazinger,0
httptcomgDCtrx8Il,0
dkt,0
krnde,0
zahira,1
yolda,0
Taeyeon,0
berubah,0
kyken,0
tour,0
tous,0
memusnahkan,0
dka,0
footie,1
BANDA,0
dkh,0
dki,0
among,0
twiit,0
hahatakut,0
playest63,0
205pm,0
Purple4raincoat,-1
Rilek,0
jest,0
Pearl,1
CerensuPoyraz,0
MimiRoF,0
onedirection,2.0
consider,-1
tulip,0
LINDOS,0
Janis,0
palavras,-1
dynyacuma,0
httptcoAJdvW5rynO,0
Optical,0
judging,1
403,0
nana,0
ajmlwatan,0
tonyfernandes,1.0
concentrated,0
Ikhiraboutyou,0
realtalk,0
cjconlow,1
Schadstoffen,0
400,0
HSSJYesung,0
lengannya,1
UST,0
dramatic,1.0
wake,0
KAzaka,0
COMO,0
Action,0
LaRadio,0
hardcore,-1.0
Waarom,0
COME,0
FLOWERS,1
bulletproof,0
ellerimi,0
sound,0
tansing,0
milkinako,0
kumaha,0
nyiapin,0
muyorinP,0
Bathi,0
preocupar,-1
jackhole,-1
IrishOnesMine,0
Chumas,0
Weisswein,0
ratchet,1.0
tamurapanp,0
1100,0
Kang,0
coco,0
hmmmm,0
quelquun,0
singleUntil,2.0
redcrablibrary,0
httptcouAfHhIjsQX,-1
Greetham,0
nontan0509,0
Factory,0
Sudah,0
sleeping,0
bonang,0
sudden,0
gayanya,1
pronuncia,0
40C,0
protein,1
takyah,0
Hanae4co1,0
furkansysl,0
CHE,0
httptco6M2mEu2lJU,0
RTdeadivanaa,0
httptcoQzt8x9JSMK,0
ShyannMonroe,0
tnggu,0
tnggi,0
DeisyLara,1
concierto,-1
httptcohfpcvM3sVI,1
Parahnya,1
WRnurdiana,0
emojis,0
Begitulah,0
PRSIDENT,0
unperceived,0
dooooo,0
snapback1D,0
ampx628ampx646ampx627,0
Jazeeras,0
httptcowdoFzXs0AB,0
Sexually,0
httptco7ZFNbKeSBK,0
guuuun131,0
Barcelona,0
Tribez,0
BellaGonzales7,-1
rimel,0
httptcoX9EWH70rxf,0
mamichurichan,0
Podemos,0
GirlDontEver,-1
YOANELRD,0
evochi,0
noestabueno,-1
gedek,0
nad,0
srkmspk,0
httptcoTlK3IbICB3,0
sorma,0
HHazukitty,0
siiutarixbobs,1
Carlton,0
Bit,0
uji,0
cium,0
AaronPlastered,2.0
tadn,0
tothe,1
Uhuk,0
JamesSeanKaye,1
Resort,0
RyanKeener,0
greatquotedaily,1
idkc,-1
OPPENFOLLOW,0
86yearold,0
awang,0
posole,1
sights,-1
Amplifier,0
AiyenFazren,0
unofficial,0
Mayday,0
smelly,0
tornhryo8er,0
httptcoDkaxT9F7rS,0
nam,0
faham,0
httptcoTiO94jpcl8,-1
Git,0
Pocxima0218,0
aguentava,-1
quelle,0
Xperimento,1
tampuhan,0
toobaditsme,1
Taurus,0
httptcolcMT8eds2S,0
Miedo,0
fotografer,0
GAZA,-1
MndSmsn,0
FCBFCR,0
Nluv213,0
nat,0
agentgozi,0
viven,0
DDDD,0
Vodka,1
amenooon,0
nessky1,0
apaIPALuudahudahLiat,0
adekurn,0
httptcomejDo2oaoa,0
35400rb,0
ElMiguelon,-1
httptcoQVBdJsPaFJ,0
considera,0
awan2,0
asleepo,-1
nanda,0
capire,1
inkigayo,1
vending,0
glume,0
hereydin,0
FarhanAuni,0
DongWoo,0
HFJiyeonTARA,0
aantinurul,0
ProfessorSexy95,1
Raises,1
adama,0
adamn,0
ChaCha08,0
hapus,0
70km,0
ftunsaleh,0
listiananorba,0
getzitd92,0
mhhakimi,0
imagen,0
nihhttptcorMyhLVnoly,0
httptcoFgVwPcj6YG,0
motocuatro,0
kennewell,0
Flvio,0
YMCIsmg,0
KnowTheDifference,-1
gantengtapi,0
mamen,0
AwkwardlySassy,1
naar,0
images,0
snoring,-1.0
bochilll,1
dogsofinstagram,1
rayaneporra,0
Meg,0.0
genetics,-1
chrystiyulyana,0
httptcoZ0Mx5LvaHd,0
alem,0
BeautifulTouch,0
kmn,0
gadisketod,0
Mei,0
Meh,0
promueve,0
Meu,0
Met,0
kmu,0
httptcodRNa4RmCZv,0
Mes,0
opam22,0
HAVENT,0
caarr,-1
knife,0
httptcoM83Hd1Gvzl,0
BettyMP,-1
rapton,0
httptcoELbTROhyDN,0
DaniallK,0
dokkaricyp,0
AnggunIPutri,0
kebayang,0
Settle,0
kelamaan,0
ocupando,0
kkkkRT,1
AN,0
YanniC,0
BlackSwarm34,1
ikutin,0
ShuNegoto,0
entregar,0
yakan,0
NoeliaPicolin,0
shirleyayres,1
httptco0acXpX2aYx,0
hearns,0
demonic,0
CAUTION,0
Menit,0
tsgslove,0
kswag93,0
neAlaraAnlam,0
kecebongodong,2.0
jajajajajaa,-1
yaparlar,0
ThugLife,0
lain2,0
httptcotpXUlWhRtI,0
httptcoNSVbcv6vTS,0
coupon,0
niyan,0
Numb,-1
bonekefpeka,1
httptcood2vxev7Fn,0
ketagihan,0
Promoo,-1
httptcoL6bJ07DShk,0
12o8,-1
TinoiYogirl,1
guncontrol,0
httptcoXFARq6nW9o,0
Spendlhofer,0
springsou,0
httptco27Qjnw0kqc,0
KOTOR,0
iseng,0
MilkDudLoc,-1
AnotherK424,0
dilemari,0
RTctieaizumi,1
Baguio,0
kikumasa0w0,0
romansu,0
AnyaRinch,0
httptcoKuM8oMc3Oh,0
RRP,1
spicy,-1
Hanya,0
haciendo,-1.0
kadnlar,0
yupp,0
httptcoaac80WDoZa,1
Beasted,-1
fanatik,0
Ab,0
httptcoQeuvoY8BW3,-1
Light,0
31040wwww,0
AAAAAAHHHHHH,0
Ad,0
Seronok,0
teejaymax,-1
ronaldo,0
Anniluth,0
Eddie,0
DIgo,0
httptco9c9OJwcQ,0
agora,0
deporte,0
Dibuat,0
venir,-1.0
httptco14CMffcStA,0
jjomnw,0
Am,0
ngaca,0
imagination,0
examine,0
2mikage2525,0
AnnaRose84,1
chel27s,0
rapido,1
psissemarang,0
again,1.0
Bellaswaggie,0
burakaksak,0
bulamayp,0
httptcooxvd6KYO3H,0
magsabi,0
tomei,0
weeded,1
KKKKKKKKKKKKKKKKKKKKK,0
DarkDelParadise,-1
httptcotM9Vg036CJ,0
hafeezdotmy,0
httptcoeYr7xSD4D9,0
mamaya,0
lueg,0
dugunu,0
respuesta,-1
Lby,0
Usahakan,0
dilemaaaa,0
pembelaan,0
RTwestiindah1,0
SWEAR,0
mico29,0
Milky,0
gurls,-1
tyngyd,-1
asidefor,0
iCyrusStarbucks,1
uyunmaz,0
fresasinsabor,0
opwarmer,0
httptcoIiq3QBJv9v,0
endaFG,0
seiallinguistico,0
mrdlyhs,0
httptcoiMVysbgdB6,0
enniomocorrine,0
u,1.0
ajari,0
Warsaw,0
aryodu,0
DamnLukAtJoce,1
sherehaan,1
BBenanchietti,0
geboren,-1.0
preferisco,0
ktesnyp,0
lekang,0
Workers,1
INAlwaysLove1D,1
ajaxkampioen,0
cuelgue,0
httptcoqu88rmr9xm,0
THANKS,0
httptcolFdrOgKF4T,0
yurisakuralove4,0
CNBHyukYP,0
arknn,0
IMYoonaaaGG,0
Entertaining,0
Pre3mbth,0
niacin,0
Championship,0
TAP,-1
xxyTomoxx,0
naksir,1
Usoppoyabun,0
CantDoItLikeJae,0
DimaMujex,0
OmarSaggaf,0
lenbor13,0
Isabellarong,0
farmi,0
NIPPON,0
seclin,0
gatsbymovie,-1
Pinkaulia09,0
TAN,0
TAK,0
bryanmuirhead,0
iuh,0
Training,0
budaya,-1.0
lemonsile,0
sitting,-3.0
squirter,1
dilgoods,0
Elssamala,0
wkfuraos,0
Socrates,0
ketua,0
jajajaj,-1
gy,0
anthspeck,0
telpon,0
MeanGlrIs,0.0
contenidos,0
httptcocLHLZWZb3Y,0
6095,0
templeofgoon,0
diste,0
meminta,0
alma,0
moree,0
Suffit,-1
chocolat,1
Lara,0
MUNDO,0
makmalfahmi,0
seseorang,0
weightlifting,-1
donovan,1
AboutConan,0
terkait,0
RdenFaqih,0
cabroncitac,0
httptcoyu79JejZP5,0
20th,2.0
lucuga,0
mile,0
acordaram,0
SportsAccess,1
attended,1.0
tomorrrowwwww,1
Osito,0
lamalama,0
zero,0
jebemti,0
500g,0
perspective,1
plugins,0
zere,0
YamahaPerc,1
iyawes,0
nung,1.0
abcdefghijklmnopqrstuvwxyz,0
Gratis,-1.0
MayiU,0
nuna,0
Preguntarle,0
ChrisStopHer,-1
ANGIN,0
driveinn,0
torero,0
Alhamdulilah,0
CAREFULLY,0
polll,0
iamkhairuddin,0
inkitty1130,0
Stabbing,0
FreakyFred,1
videogame,0
5000,0
JF1DHM,0
malaria,0
FansRaffiAhmad,-1
Metal,0
mula,0
Parabellum,0
denimardianti,0
mule,0
CanILiveThanks,0
hikirun2,0
httptcoVPsgwbAdwA,0
cyride,1
inKANSAI,0
Mary1992a,0
mulu,0
mamchom,0
Claro,-1.0
etarde,0
sukewouw,0
Wut,0
fwd,1
LoveIt,0
mbakk,0
90sBabyFollowTrain,0
Aksara,0
preemranida10,0
Validator,0
lasagna,0
mknan,0
Wud,0
httptcoMDdF843MrX,0
mentions,0
Wui,0
hanneeyynn,0
banglakah,-1
Wun,0
wizard,1
notillbill,0
fukudasun,0
httptcoJu8H9hque2,0
kudanil,0
httptco2Lr1eYq1ki,0
TekkroNetwork,0
danielcosta84,0
httptcoL7nOq7yTnm,0
Tears,0
Warga,0
coonto,0
jiahh,0
bruins,1
aguantemos,-1
Panashuhhahhuhhahmati,0
AwkwardSwagger,0
httptcoc2vd1dj15z,0
Bruddah,0
httptcoXkYZT9K7GG,0
httptcog59p2k1G4g,0
governance,1
kebaya,0
nuestros,0
Jadikan,0
gaan,0
kalmasn,0
SEOHYUN,0
llora,0
kumanda,0
loganellis21,1
komt,1.0
web20,0
keyboardnya,0
llorn,-1
lloro,0
American,0
DhiaDini,0
dimexah,0
chayuson110123,0
httpstcoRCblrqrB3D,1
Jaytexsongz,-1
drpd,0
HORNEEE,-1
IshakTerlalu,0
biterken,0
PTIofficial,0
hour,0
taqreb,0
guards,0
remain,0
kasur,0
maafin,0
AMPYON,0
COmate3,0
tooThe,-1
kmren,0
etme,0
bredvid,0
httptcoFoJaL9hVmE,0
Abuse,0
EmmettCTFR,0
ateng,0
eghagalang,0
days,-1.0
numbers,0
UNESCO,0
httptcotEccQjhM37,0
AkuTau,0
Cause,0.0
biography,1
needs,0
mapa,0
hei,0
merahnya,0
samschroeder15,-1
ouii,0
0x0000008e,0
needa,0
maps,1
sode,0
venting,0
Michael5SOS,1
sacred,1
fadhlizahari,0
httptcoyL2bteCVRE,0
nasuryu,0
chipakentwin,0
viene,0
slh,0
pri,0
Ketakutan,0
viens,0
liatwkwk,0
kedua,0
promesa,0
shawiesya,0
coming,1.0
swagswag,0
Anzi,0
travisallen7,1
alliekillz,-1
Geraaaah,0
InstantFollowBacksougofollowfollowback,0
levantada,0
sgni,0
levantado,0
hft,0
dragon,-1.0
mikuroua,0
httptcocLOsijJdRr,0
allworknoplay,0
brada,0
Bkan,0
repiten,1
Bish,0
nambah2,0
ANCHORAGE,0
tachame,0
httptcojnW8Iygraf,0
15h00,-1
FreddyRmos,0
naobangel,0
through,0
GIVEAWAY,0
CristalHunnn,1
KaarGG,0
ayungwawiwow,1
piscine,0
istimewa,0
httptcommmOxpw0So,0
nenengNA,0
olearich,0
pcr,0
bosok,0
Portlands,1
pct,1
mcfcbuzztap,0
tandas,0
hiksss,1
misunderstandings,1
dmane,0
pcc,0
susahkan,0
VamosFrejolasia,0
dmana,1.0
polecat,-1
httptcorHYKAFPNal,0
sakin,0
Yessss,0
castieliswatchingoverdean,0
3mmm4,0
OhYourNate,0
laish,0
primary,0
sampaikan,0
TOSDJAlfira,0
xsorax,0
compound,0
httptconbvd64jF4l,0
fodas,0
aseek,1
INCREBLES,0
FanOfFemaleBody,0
ChrisLuca,0
SweetDee8D,-1
BugunGunlerdenGalatasaray,0
piphu775,0
seymaBT,0
Jaimpjeee,0
micro,0
macarrao,1
repeating,-2.0
visitar,0
visitat,1
kyosukezeke,0
nanyaaaa,0
Arianators,0
ABCLyricsbot,0
nhs,1
puklipon,0
tiffany,0
comear,0
CKBaekieTHbot,0
FOLLOWING,0
prokprokprok,0
eloimo,0
1118JYloooove,0
httptcovz8g7K8X6u,0
Omg,1.0
salu,0
httptcoMVhAln94rY,0
herkez,0
irrestiBLEE,0
Aaaahh,0
heartoltnjwealth,0
Omw,0
perro,0
vge,0
FunnyPicsDepot,0
LoadingPicture,0
eeeehhhhhhh,0
Kesian,0
KataMacias,0
arden,0
pupunta,1
AceJontana,-1
topo148,0
alguem,0
rakha,0
bzfrmtprim,0
yoxozyy,0
LTaeeunRania,1
mmm,-1
venezolana,0
WITHOUT,0
ekichoTAMA,0
ngoje,0
Anhnger,0
mmg,1.0
lnsaneTweets,0
beginning,0
eternas,-1
flynation,0
nkisin,0
crpes,0
dijiste,0
sakitgigilbih,0
BigDaddyHydro,1
tahu,0
httptcoYRagCobsnf,0
RETWEETTFBJP,0
miwahttptcom1Xkn1ybf9,0
PAPER,-1
Sois,-1
ComicJateng,0
taha,-1.0
wired,0
httptcoXjUrOU7qCk,0
AWAHJAMIL,0
httptcoimU0qQfIer,0
start19002500dmatsuokaagmailcomddaisukeeee,0
lerdezasdopercy,0
RhezzAnggiCndk,0
Youngmin,0
UTT,0
ykykars,0
QUARTI,0
Angelou,1
leefde,0
tatap,0
httptcoX37P5LJzMW,0
Gefeliciteeeerd,0
ErdinaZullaika,0
officialAdele,1
httptcojXdYUEqA0v,0
hihiiiihhhiiii,0
totolayto,0
Aalz,0
katadochi,0
bbbykaylamarie,0
sharifahfatinah,0
Physics,0
Screen,0
Slump,0
highkomal,0
httptco5rg9zrKoRn,1
Hisbelieberok,1
DoentsPorLanza,0
PEMBANGKANG,0
X9,0
legge,0
elinde,0
HAYIIIIR,0
artk,0
X7,0
X4,0
gtgtgt,1.0
engribet,0
AdlandProAllServicesInfo,0
XI,1
SMILESabilal13,0
Justin,2.0
XL,0
ianwaller1,0
Discoverypix,0
Betis,0
XD,1.0
httptco2qveRuBndS,0
onlyatbotkins,0
XX,0
youtubers,-1
BANDKLAN,0
KatePaniiagua,0
XS,0
XP,0
XQ,0
Shoutout,0
Owh,0
belain,0
virjona,0
jualanhehe,0
onew1214bot,0
Xo,0
cottonee009,0
asesino,-1
Eisleben,0
SEBELUM,0
Bagii,0
Xx,0
Adindandj,0
geranprod,0
ONCE,0
Pinky26Shop,0
taknak,-1.0
httptcooAYnbvDI44,0
Peine01,0
T1000RT,0
Harryye,0
lewismmr,0
hidupe,0
beribu,0
Telling,-1
showers,-2.0
Teaching,-1
armanayse,0
desprecio,0
dibanding,0
httptcobGdiqYURQH,0
httptco7kusF4HbCM,0
Power,0
Ukrainian,0
puas,0
blanca,0
Lucid,0
knowpeo,0
httptcorTZdGhaT3a,0
tidurya,-1
RToo,0
blkng,0
InevitableFacts,1
johnys,0
DrSa,-1
taktik,0
Marisa,0
SpeakEnglishYuk,0.0
Teacher,0
Wego,0
httptcomQ9q22EfuF,-1
godfather,0
serena,0
EUA,0
eggs,1.0
chart,0
pokkunchan,0
essa,0
Mierasyaaa,0
httptcoB8Ey0c7hIZ,0
betternation,1
services,2.0
Fresh,0
changsexual,1
gope,0
Taras,0
GPK2,0
Jago,0
PimPicotize,-1
xMyrthee1,0
customkrenclna,0
21Saleem,0
96mu2,0
sooopo,1
httptcoGzLvfbbiCp,0
katawan,0
WATCH,0
Marie,0
Febrero,1
OliviaOHea,-1
hahayweechat,0
Pazara,0
admirado,0
Pisces,-3.0
aljlad,0
personil,1.0
httptcoxzlVx2fJgu,0
hanarisa51320,0
rispondere,0
Widhi97,0
cojone,0
tinha,2.0
0906ry,0
acompao,0
Siguiendo,0
perderme,-1.0
lantak,0
lantai,1.0
konti,1
sakupan39,0
versajiewn,0
turmoil,-1.0
eyin,0
nhac,0
WJWARRIORS18,0
Jacksons,1
Frhling,0
wowo,0
httptcoSgwQwRKSxE,0
rockaldo,0
Adventurous,1
segredos,0
Lailiaidinaa,0
prego,-1.0
jedini,0
Magic,0
Takboleh,0
Favorite,1.0
hablale,0
pegel,0
Seseorang,0
breast,-1.0
Deja,0
expreso,0
potensi,0
LadiesLuvLarry,0
Gucci,0
httptcoPeyjn1OBeN,0
e45395,0
NFKhalilah,0
leggo,0
httptcosgMq9TOkPH,0
kizlari,0
Re7raX,0
chhhandra,0
Quatre,0
kataceking,0
cela,1
Female,0
KevinDukez,0
Berjalan,0
Vazgeemediim,0
SKT,0
EsInstagram,-1
Asiata54,0
annalismasters,0
TayyyyCayyyy,-1
kimchipon,0
SKY,1
malayos,0
cabanatuan,0
bam,0
mokmok,0
Gnaydn,0
shiopiyo0107,0
1pmBitch,-1
acts,0.0
shitjoeysays,0
nrkzote,0
chrissskisss,1
sissyfellycious,0
alexKingguapo,1
expert,0
GET,0
cyndicalesta,0
untukku,0
fhoodi,0
UU,0
Alexsandro666,0
taylorswift13,0
mentres,-1
GEO,0
jalanmu,0
Tatiiiik,0
JGH,0
levimitchell,0
httptcoWKsvcDupqP,0
stevendingley,0
dieeneamber,0
essay,0
Prosecute,-2.0
Aneh,0
mengingat,0
VISIT,0
lt133gt,0
Theyre,0.0
httptcocR4HTJDyJ6,1
airdapat,0
segitu,0
KAMU,0
lynzway,0
httptco5Mx3MbhEwb,0
Fitriot19,0
Yeh,1
Drinko,0
httptcoTxTpSypO76,0
paowproud,0
rianru,0
Yea,0
Yee,0
foreign,0
bearice,0
xtres,1
Green,1.0
Yes,0
Advice,1
anyareeee,0
Drinks,1.0
09152089389,0
shurildtg,0
point,2.0
TRAVIESO,0
provovcan,0
eeeeeiiing,0
emiten,0
httptcontMVoyVmB2,0
httptcoc3NmyRaeEn,0
riasaptarika,0
nisoftbank,0
MJD18,0
ajjajaja,0
undinama,0
indhirasonic,0
ipadgames,0
Cher,0
expensive,-1.0
iftirkndan,0
AAeyJs,0
datenschmutz,0
fafaalfaizi,0
Mixers,0
httptcoBxnqQTb98S,0
MissDeAnnah,0
Hend1420,0
Kekasih,0
nurulsyamira,0
FuthiOmuhle,0
rindukan,-1
sogofollow,0
Floral,0
pyaa3,0
bskcr7,0
difollback1000,0
httptcoaKeFRUNNGr,0
disebabkan,0
bouyon,0
halmaroonstar2,0
RTPuspitaOlla,0
heerlijk,0
httptcosZip85y5yt,0
seseme,0
Stockholm,1
tarikan,0
depNoviantyYessy,0
presented,1
YahBoyDrakeTho,1
apagausah,0
IamPorshay,1
melupakan,0
FlareInsanity,0
Saranan,0
httptcoLHplTKTclD,0
elections,1
httptcojSxg12uMHG,0
jadexrochelle,0
Traktir,0
creww,1
i9300,0
13mins,0
cwistaaal,-1
espiando,0
okimaryskate,0
INeedThtThrone,0
kvllens,0
advising,0
abigailkeziaa,-1
GRACIAS,0
century,1
zeiranabilla,1
Russellt02,0
JoannaSanchezAl,0
madrugar,0
princessaraHV,0
httptcoXYW7lSNcmV,0
RezumAAA,0
httptco8C1mp40ngc,0
Prison,0
bernyanyi,0
Easter,1.0
busco,0
pejiri,0
httptcoZ81eMNlyzD,0
pantainya,0
Copa,0
leshee,0
earn,1
ErickMorillo,0
marimooo02,0
ChrismaUFAM,1
Ivic,0
bringitback,1
woodandwillow1,1
GreatGraapes,0
yeayx,0
maiatzaren,0
bicoatrasalado,0
httptco6oNfWswnYT,-1
BMMcgie,0
development,1.0
httptcopZfmqRiYsZ,0
oalahhh,0
MrstL,0
aldiano,0
JIEUN90ABSTH,0
kiimmynoelle,1
mamaTOPSHAKALAKAA,0
ohhceleste,0
mwi,0
llnpav,1
Jenny,0
dtagih,0
redormir,0
httptcoBa7FDHLcAw,0
Lubang,0
Zionists,-1
juventud,0
rakin,0
task,-1
whores,1.0
msmsooo,0
AyyubMuhammad,0
juseyo,0
hayhouse,1
sudahh,0
apoyemos,-1
h11chaaaaaan,0
followbacknya,0
Benzihanas,0
SKSangHyuk,0
Vegas,0
galaauu,1
httptcoLoNFdehsTb,0
everythin,-1
pamelahutapea,0
httptcouuTkfh5Ukd,-1
FightOnBruce,0
httptcoKCMjwLBO6x,0
EnnywulanD,0
melnikovp,-1
Dgn,0
snyorsan,0
pagilagi,0
boutta,0
sweetcakegomez,0
nuestra,0
wayan,0
chipsmore,0
Borek,0
penajam,0
surganya,1
Minolta,0
Bored,-1.0
wehhhnak,0
bicara,0
nuestro,-1.0
friendship,0
cus,-2.0
cur,0
cup,0
ChristianOVO,0
LauriitaMontiel,0
cuz,-1.0
cuy,0
source,1.0
Donghae,0
Christopher,0
dare,0
micheleadeline,0
httptcovhdLkZQ26p,0
cum,0
ZeinabbElzamly,0
easter,0
kumpulan,0
cui,0
TzHardy,-1
AOKING528,0
Gampang,1.0
apess,0
httptcosZeLqsmPeC,0
DgsKaho,0
sekarang,0
menggundi,0
AishahGazali,0
mawardn,1
Elinesuzanne,0
ciegues,-1
httptcofn9AZYKQ1Z,0
Fisher1025,0
Truth,0
VACUUM,0
hayoameliafrds,0
erwinpw,0
bolehhh,1
knock,0
ashqtelsona,0
GYAL,-1
fujim0824,0
MissCheekyBaby,0
Lelleqa,0
fosilini,0
carSo,0
Toyokeizai,0
RacetoEraseMS,0
stupider,1
nyaaa,0
CadenNelson21,1
Management,0
collectors,0
absolutely,-2.0
pemenang,2.0
potionslemonadesfresh,1
ostean,0
futsalkunaon,0
CHANCE,0
terrorists33,0
neninenimohh,0
httptcoXKh6NXqSZC,0
BoobiesOnly,0
horticultural,0
weddingcreative,0
tiantiky,1
menunduk,0
httptcoeGIPX8RHRU,0
Woke,-1.0
yutakyan,0
Wowowoo,0
sarpas,0
terimasih,0
missnatalienunn,1.0
decision,1.0
httptcouERR28u2IJ,0
gimme,1.0
balmy,1
CHOCOLATE,0
lanadeldick,1
nzm0711,0
gupen,0
sajti,0
epic,0
smiile,0
TWEET,0
rveille,0
Boy,0
jubah,0
zatiNisaaa,0
lochem,0
Berangkaaaat,0
Medyo,0
Bot,0
FARIS,0
LET,0
wkwkwklnjt,0
Boi,1
ERssul,0
Magdeburg,0
Bom,0
Bon,0
FOLLOW,0
Bob,-1.0
9500,0
rambutagak,0
NiallOfficial,0
GEZMEYE,0
Romania,1
Inginkan,0
sealarme,1
Cocot,0
MCFCSupporters,0
PKRPAS,0
Danitavinafojae,0
httptcoRxzzZvO2NV,0
intestinal,1
MoBrick,0
peliculas,-1
httptcoK0Hx177bXr,0
bossychick87,0
BoA,0
Theniggamaari,0
Captain,0
Dumela,0
hayallerimiz,0
chocbubble,0
MaxVonTraver,0
httptcoFxW9dNEn5l,0
hinchas,-1
tepen,0
kyanaksdd,0
Feeler,-1
nnaayyaaaaa,0
pantes,0
malaysian,1
Vnya,0
mementingkan,0
sreev12,0
erken,0
httptcosspaAcBjvb,0
httptco0LuRQbgHQ7,1
realise,0
ENCOMIENDENSE,0
podem,0
httptcoROcA2sKKc3,0
Baarse,0
bersamatp,0
fiver,-1
folback,0
Pengennya,0
nndun,1
liegt,0
AdeletownGlory,0
KrewKils,0
Szataska,0
missyoutoo,0
poder,-2.0
httptco8aW7Fj6Trj,0
fax,0
mostro,-1
Barrera,0
Pedia,0
karen,0
jaga,0
toooo,0
RossSparrow,0
diias,0
Filter,0
cacadinisial,0
8z0c,0
httptcoH3MMsanILU,0
sinner,0
tapos,1.0
Naira,-1
emng,1
kekurangan,0
BarbiieCouture,1
mirokvbosatu,0
Beijing,0
vereinigt,0
chitersyg,0
lament,0
sesine,0
coche,0
Guacamelee,1
planet,1.0
evraklidon,0
Kapaan,0
planes,-1
pochitoque,0
httptcoUGpTygliSH,0
theresebohman,0
httptcodANAHjullx,0
httptco2DLZaOT1Pi,0
constant,1
5555555555555555555,0
jessi01679,0
1misfortune,0
ivanazhen,0
Babeh,0
0301theNeko,0
River,0
curb,-2.0
ilgisayarcomputer,0
Seversem,0
Linda,0
curl,-1
cafe,0
httptcoA3NP5NXpTz,0
pitpipitpratiwi,-1
HailMAry,0
noruga,0
elde,0
elles,0
gajimk,0
dtraktir,0
WELL,0
httptconOeslCezix,0
5rt,0
OfficialNtshNad,-1
Acil,0
Student,0
Panteees,1
Nacht,-1
kaskus,0
uyaninca,0
tnang,0
Titizliin,0
zaiker,0
nihlpas,0
menarik,0
RodhiahP,0
tmka17,0
Cancillera,0
cater,0
Bowled,1
utterly,1
tubuh,0
AHAHAHA,0
agricultures,1
ngelunjak,0
Bully,0
HelenPaul,1
bigfollownet,0
mutiaekaw,0
lokalnoj,0
Ahkh,0
Cakap,0
httptcoOIXM5zEmoq,0
Tgu,0
deket2,0
voidquarterly,1
uterus,1
aktris,1
TrellBeyLike,0
httptcoeYxSb8sq1m,0
queenroselovemy,0
misericordias,0
fhrt,-1
Editorial,0
imtihan,0
Omyg,0
pengkritik,0
biroj,0
ryeong9,0
dconnecter,0
Avicii,0
ArifAminon,0
eventcardphotobook,0
Boka,0
LeaNoticias,0
uyumu,0
httptco2abQeIE1kd,0
sangkak,1
LovishaPurba,1
girl7828,0
Peli,0.0
4BBJoker,0
rocio,0
tanyabogor,0
Means,0
milkchoco1102,0
lingkungan,0
MsBellissima,0
maddie,0
tvN,0
amigas,0
kupa,0
buing,0
httptco1n37MZVqul,0
taniaaa,0
pleasing,1
httptcord66xs32V6,0
RozaBradwell,0
unverndertWind,0
PoorPickupLines,0
dessert,0
OnaNightt,0
verbond,0
2013510,0
chan,0
kann,1.0
httptcoRMo4k2ECti,0
Almaa123,0
Goood,-1.0
entire,0
DENETML,0
StfuImDeja,-1
LiiaSamu,0
meId,1
Murah,0
MARC,0
selamanya,0
UbethDaKings,0
910,0
moosmann1,0
visitantes,0
Murat,0
130504KTR,0
KESA,0
havent,0
kaybetmekten,0
ride,0
katiexwright,-1
MARO,0
thunderement,0
Howard,1
Muymuymuy,0
104320,0
carly,0
httpstcoKr9g7aIfGU,0
httptcotwvZ5VrLhI,0
Fast,0
barang,0
Gamuel,1
Brace,-1
inglesa,0
ecembalota,0
temanteman,0
AthirahAfifah,0
kadonya,0
baik,0.0
MSN06N,0
httptco0BKC9LhZom,0
sleb25,0
FAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAALSAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAS,0
aknsic,0
CarambaDigo,0
eatmezayn69,0
YoumiAzmiNaya,1
Jorden,1
CollettEventing,0
mengingatmu,0
ya5iiiiiiiiiiiiiiiiiiiiiiiiiiii,0
cintamu,0
JesseWardle,0
yoong,0
KoyEliniKalbine,0
leomedina,0
CrobarKeek,-1
subscripciones,1
badhe,-1
packing,1.0
geningan,0
healing,1.0
watlek,0
preach,1
Hohaqlrzk,1
NazLee97,0
dinlediimde,0
MAHILIG,0
Brumdee,1
guuuuuurrrl,-1
papaAstriSyanti13,0
